"","newcase.date","region","newcases","cases.per10k"
"1909",2020-06-09,"CHOCÓ",39,0.00766465747824908
"1910",2020-06-09,"CUNDINAMARCA",83,0.0163119633511455
"1911",2020-06-09,"GUAVIARE",2,0.000393059357858927
"1912",2020-06-09,"HUILA",5,0.000982648394647318
"1913",2020-06-09,"LA GUAJIRA",8,0.00157223743143571
"1914",2020-06-09,"MAGDALENA",39,0.00766465747824908
"1915",2020-06-09,"META",11,0.0021618264682241
"1916",2020-06-09,"NARIÑO",61,0.0119883104146973
"1917",2020-06-09,"NORTE DE SANTANDER",5,0.000982648394647318
"1918",2020-06-09,"PUTUMAYO",2,0.000393059357858927
"1919",2020-06-09,"RISARALDA",8,0.00157223743143571
"1920",2020-06-09,"SANTANDER",35,0.00687853876253122
"1921",2020-06-09,"SUCRE",70,0.0137570775250624
"1922",2020-06-09,"TOLIMA",16,0.00314447486287142
"1923",2020-06-09,"VALLE DEL CAUCA",253,0.0497220087691543
"1924",2020-06-10,"AMAZONAS",25,0.00491324197323659
"1925",2020-06-10,"ANTIOQUIA",116,0.0227974427558178
"1926",2020-06-10,"ARAUCA",3,0.000589589036788391
"1927",2020-06-10,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",1,0.000196529678929464
"1928",2020-06-10,"ATLÁNTICO",1144,0.224829952695306
"1929",2020-06-10,"BOGOTÁ, D.C.",815,0.160171688327513
"1930",2020-06-10,"BOLÍVAR",300,0.0589589036788391
"1931",2020-06-10,"BOYACÁ",15,0.00294794518394195
"1932",2020-06-10,"CÓRDOBA",33,0.0064854794046723
"1933",2020-06-10,"CALDAS",11,0.0021618264682241
"1934",2020-06-10,"CASANARE",1,0.000196529678929464
"1935",2020-06-10,"CAUCA",15,0.00294794518394195
"1936",2020-06-10,"CESAR",39,0.00766465747824908
"1937",2020-06-10,"CHOCÓ",69,0.013560547846133
"1938",2020-06-10,"CUNDINAMARCA",74,0.0145431962407803
"1939",2020-06-10,"HUILA",5,0.000982648394647318
"1940",2020-06-10,"LA GUAJIRA",19,0.00373406389965981
"1941",2020-06-10,"MAGDALENA",70,0.0137570775250624
"1942",2020-06-10,"META",7,0.00137570775250624
"1943",2020-06-10,"NARIÑO",77,0.0151327852775687
"1944",2020-06-10,"NORTE DE SANTANDER",1,0.000196529678929464
"1945",2020-06-10,"PUTUMAYO",2,0.000393059357858927
"1946",2020-06-10,"RISARALDA",16,0.00314447486287142
"1947",2020-06-10,"SANTANDER",26,0.00510977165216605
"1948",2020-06-10,"SUCRE",117,0.0229939724347472
"1949",2020-06-10,"TOLIMA",29,0.00569936068895444
"1950",2020-06-10,"VALLE DEL CAUCA",316,0.0621033785417105
"1951",2020-06-11,"AMAZONAS",6,0.00117917807357678
"1952",2020-06-11,"ANTIOQUIA",91,0.0178842007825812
"1953",2020-06-11,"ARAUCA",28,0.00550283101002498
"1954",2020-06-11,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",1,0.000196529678929464
"1955",2020-06-11,"ATLÁNTICO",894,0.17569753296294
"1956",2020-06-11,"BOGOTÁ, D.C.",715,0.140518720434566
"1957",2020-06-11,"BOLÍVAR",202,0.0396989951437516
"1958",2020-06-11,"BOYACÁ",5,0.000982648394647318
"1959",2020-06-11,"CÓRDOBA",43,0.00845077619396693
"1960",2020-06-11,"CALDAS",7,0.00137570775250624
"1961",2020-06-11,"CASANARE",4,0.000786118715717854
"1962",2020-06-11,"CAUCA",12,0.00235835614715356
"1963",2020-06-11,"CESAR",24,0.00471671229430713
"1964",2020-06-11,"CHOCÓ",42,0.00825424651503747
"1965",2020-06-11,"CUNDINAMARCA",61,0.0119883104146973
"1966",2020-06-11,"HUILA",5,0.000982648394647318
"1967",2020-06-11,"LA GUAJIRA",17,0.00334100454180088
"1968",2020-06-11,"MAGDALENA",37,0.00727159812039015
"1969",2020-06-11,"META",11,0.0021618264682241
"1970",2020-06-11,"NARIÑO",53,0.0104160729832616
"1971",2020-06-11,"NORTE DE SANTANDER",3,0.000589589036788391
"1972",2020-06-11,"PUTUMAYO",1,0.000196529678929464
"1973",2020-06-11,"QUINDÍO",8,0.00157223743143571
"1974",2020-06-11,"RISARALDA",9,0.00176876711036517
"1975",2020-06-11,"SANTANDER",27,0.00530630133109551
"1976",2020-06-11,"SUCRE",67,0.0131674884882741
"1977",2020-06-11,"TOLIMA",31,0.00609242004681337
"1978",2020-06-11,"VALLE DEL CAUCA",275,0.0540456617056025
"1979",2020-06-12,"AMAZONAS",26,0.00510977165216605
"1980",2020-06-12,"ANTIOQUIA",127,0.0249592692240419
"1981",2020-06-12,"ARAUCA",8,0.00157223743143571
"1982",2020-06-12,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",2,0.000393059357858927
"1983",2020-06-12,"ATLÁNTICO",1198,0.235442555357497
"1984",2020-06-12,"BOGOTÁ, D.C.",615,0.12086575254162
"1985",2020-06-12,"BOLÍVAR",271,0.0532595429898846
"1986",2020-06-12,"BOYACÁ",3,0.000589589036788391
"1987",2020-06-12,"CÓRDOBA",34,0.00668200908360176
"1988",2020-06-12,"CALDAS",3,0.000589589036788391
"1989",2020-06-12,"CAQUETÁ",1,0.000196529678929464
"1990",2020-06-12,"CASANARE",2,0.000393059357858927
"1991",2020-06-12,"CAUCA",9,0.00176876711036517
"1992",2020-06-12,"CESAR",40,0.00786118715717854
"1993",2020-06-12,"CHOCÓ",38,0.00746812779931961
"1994",2020-06-12,"CUNDINAMARCA",56,0.01100566202005
"1995",2020-06-12,"GUAINÍA",2,0.000393059357858927
"1996",2020-06-12,"HUILA",4,0.000786118715717854
"1997",2020-06-12,"LA GUAJIRA",13,0.00255488582608303
"1998",2020-06-12,"MAGDALENA",78,0.0153293149564982
"1999",2020-06-12,"META",16,0.00314447486287142
"2000",2020-06-12,"NARIÑO",62,0.0121848400936267
"2001",2020-06-12,"NORTE DE SANTANDER",3,0.000589589036788391
"2002",2020-06-12,"PUTUMAYO",1,0.000196529678929464
"2003",2020-06-12,"QUINDÍO",2,0.000393059357858927
"2004",2020-06-12,"RISARALDA",6,0.00117917807357678
"2005",2020-06-12,"SANTANDER",18,0.00353753422073034
"2006",2020-06-12,"SUCRE",103,0.0202425569297347
"2007",2020-06-12,"TOLIMA",14,0.00275141550501249
"2008",2020-06-12,"VALLE DEL CAUCA",264,0.0518838352373784
"2009",2020-06-12,"VAUPÉS",1,0.000196529678929464
"2010",2020-06-13,"AMAZONAS",9,0.00176876711036517
"2011",2020-06-13,"ANTIOQUIA",134,0.0263349769765481
"2012",2020-06-13,"ARAUCA",5,0.000982648394647318
"2013",2020-06-13,"ATLÁNTICO",1003,0.197119267966252
"2014",2020-06-13,"BOGOTÁ, D.C.",636,0.124992875799139
"2015",2020-06-13,"BOLÍVAR",211,0.0414677622541168
"2016",2020-06-13,"BOYACÁ",9,0.00176876711036517
"2017",2020-06-13,"CÓRDOBA",24,0.00471671229430713
"2018",2020-06-13,"CALDAS",2,0.000393059357858927
"2019",2020-06-13,"CASANARE",1,0.000196529678929464
"2020",2020-06-13,"CAUCA",19,0.00373406389965981
"2021",2020-06-13,"CESAR",43,0.00845077619396693
"2022",2020-06-13,"CHOCÓ",35,0.00687853876253122
"2023",2020-06-13,"CUNDINAMARCA",69,0.013560547846133
"2024",2020-06-13,"GUAVIARE",1,0.000196529678929464
"2025",2020-06-13,"HUILA",3,0.000589589036788391
"2026",2020-06-13,"LA GUAJIRA",21,0.00412712325751873
"2027",2020-06-13,"MAGDALENA",62,0.0121848400936267
"2028",2020-06-13,"META",11,0.0021618264682241
"2029",2020-06-13,"NARIÑO",41,0.00805771683610801
"2030",2020-06-13,"NORTE DE SANTANDER",6,0.00117917807357678
"2031",2020-06-13,"QUINDÍO",1,0.000196529678929464
"2032",2020-06-13,"RISARALDA",13,0.00255488582608303
"2033",2020-06-13,"SANTANDER",25,0.00491324197323659
"2034",2020-06-13,"SUCRE",129,0.0253523285819008
"2035",2020-06-13,"TOLIMA",20,0.00393059357858927
"2036",2020-06-13,"VALLE DEL CAUCA",209,0.0410747028962579
"2037",2020-06-13,"VAUPÉS",6,0.00117917807357678
"2038",2020-06-14,"AMAZONAS",2,0.000393059357858927
"2039",2020-06-14,"ANTIOQUIA",143,0.0281037440869133
"2040",2020-06-14,"ARAUCA",1,0.000196529678929464
"2041",2020-06-14,"ATLÁNTICO",833,0.163709222548243
"2042",2020-06-14,"BOGOTÁ, D.C.",759,0.149166026307463
"2043",2020-06-14,"BOLÍVAR",223,0.0438261184012704
"2044",2020-06-14,"BOYACÁ",9,0.00176876711036517
"2045",2020-06-14,"CÓRDOBA",34,0.00668200908360176
"2046",2020-06-14,"CAQUETÁ",1,0.000196529678929464
"2047",2020-06-14,"CASANARE",1,0.000196529678929464
"2048",2020-06-14,"CAUCA",15,0.00294794518394195
"2049",2020-06-14,"CESAR",21,0.00412712325751873
"2050",2020-06-14,"CHOCÓ",40,0.00786118715717854
"2051",2020-06-14,"CUNDINAMARCA",53,0.0104160729832616
"2052",2020-06-14,"HUILA",2,0.000393059357858927
"2053",2020-06-14,"LA GUAJIRA",24,0.00471671229430713
"2054",2020-06-14,"MAGDALENA",55,0.0108091323411205
"2055",2020-06-14,"META",16,0.00314447486287142
"2056",2020-06-14,"NARIÑO",44,0.0086473058728964
"2057",2020-06-14,"NORTE DE SANTANDER",6,0.00117917807357678
"2058",2020-06-14,"RISARALDA",18,0.00353753422073034
"2059",2020-06-14,"SANTANDER",47,0.00923689490968478
"2060",2020-06-14,"SUCRE",55,0.0108091323411205
"2061",2020-06-14,"TOLIMA",10,0.00196529678929464
"2062",2020-06-14,"VALLE DEL CAUCA",193,0.0379302280333865
"2063",2020-06-15,"AMAZONAS",13,0.00255488582608303
"2064",2020-06-15,"ANTIOQUIA",171,0.0336065750969383
"2065",2020-06-15,"ARAUCA",11,0.0021618264682241
"2066",2020-06-15,"ATLÁNTICO",1032,0.202818628655206
"2067",2020-06-15,"BOGOTÁ, D.C.",847,0.166460638053256
"2068",2020-06-15,"BOLÍVAR",286,0.0562074881738266
"2069",2020-06-15,"BOYACÁ",4,0.000786118715717854
